Player,Pos,Team,Rank,Fan Pts,Cur Team,Owner,Draft Team,Draft Owner,Rd,Pick,ADP,% Draft,GP,G,A,P,PIM,SOG,HIT,BLK,W,SV,SV%,GA,SO,% Own,Fan Pts/GP,ID
Karel Vejmelka,G,UTA,145,129.80,Cale of Two Cities,Jared,Cale of Two Cities,Jared,14,193,127.6,1.0,34,,,,,,,,20,769,0.898,87,1,80.0,3.82,465.p.6887
Jake DeBrusk,"LW,RW",VAN,146,129.40,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,16,223,175.5,0.1,43,12,10,22,4,125,40,16,,,,,,19.0,3.01,465.p.6756
Tanner Jeannot,"LW,RW",BOS,147,129.35,Kiril’s KaprizHog,Eric,,,,,,,41,4,13,17,39,45,126,33,,,,,,5.0,3.15,465.p.7365
Ilya Sorokin,G,NYI,148,128.40,Sure Would,Johnathan,Sure Would,Johnathan,8,107,63.8,1.0,26,,,,,,,,14,692,0.915,64,4,97.0,4.94,465.p.6447
Brayden Schenn,"C,LW",STL,149,128.35,Cale of Two Cities,Jared,Geek Squad,Nick,12,160,,,46,9,9,18,39,64,102,18,,,,,,13.0,2.79,465.p.4685
Brady Tkachuk,"C,LW",OTT,150,128.20,Geek Squad,Nick,Geek Squad,Nick,1,9,10.7,1.0,24,8,13,21,28,98,74,6,,,,,,99.0,5.34,465.p.7902
Claude Giroux,"LW,RW",OTT,151,128.10,,,Pond Hockey Stars,PIERRE,18,242,,,44,9,23,32,14,77,36,16,,,,,,22.0,2.91,465.p.4002
Simon Edvinsson,D,DET,152,128.10,Geek Squad,Nick,Kiril’s KaprizHog,Eric,18,252,,,43,5,11,16,54,53,55,86,,,,,,20.0,2.98,465.p.8882
Dylan Strome,C,WSH,153,127.90,Cale of Two Cities,Jared,Cale of Two Cities,Jared,10,137,125.4,1.0,43,10,23,33,22,78,10,28,,,,,,82.0,2.97,465.p.6745
Brandt Clarke,D,LA,154,127.50,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,15,198,176.5,0.1,44,5,16,21,26,87,22,76,,,,,,37.0,2.90,465.p.8884
Fraser Minten,C,BOS,155,127.50,Powerplay Papi,Cooper,,,,,,,45,10,10,20,14,60,93,32,,,,,,7.0,2.83,465.p.9306
JJ Peterka,"LW,RW",UTA,156,127.50,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,13,169,124.7,1.0,45,15,15,30,18,94,12,14,,,,,,64.0,2.83,465.p.8674
Anthony Mantha,"LW,RW",PIT,157,127.35,Bangers and Mash,conor,,,,,,,43,14,15,29,15,83,23,23,,,,,,21.0,2.96,465.p.5999
Oliver Kapanen,C,MTL,158,127.20,Eichel Power,Bruce,,,,,,,45,15,11,26,12,80,18,45,,,,,,9.0,2.83,465.p.30796
Oliver Ekman-Larsson,D,TOR,159,126.10,Ross' Rink Rats,Ross,,,,,169.7,0.1,44,7,18,25,30,61,57,36,,,,,,39.0,2.87,465.p.4686
Ivan Demidov,RW,MTL,160,125.90,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,13,180,131.9,1.0,45,10,26,36,22,60,19,17,,,,,,64.0,2.80,465.p.32790
Alexander Nikishin,D,CAR,161,125.70,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,8,112,110.2,1.0,44,5,12,17,14,68,85,55,,,,,,63.0,2.86,465.p.30905
Juuse Saros,G,NSH,162,125.00,DubJ,John,DubJ,John,9,126,100.7,1.0,35,,,,,,,,17,870,0.897,100,0,87.0,3.57,465.p.6078
A.J. Greer,LW,FLA,163,124.55,,,,,,,,,44,7,8,15,59,55,112,15,,,,,,2.0,2.83,465.p.6781
Quinton Byfield,"C,LW",LA,164,124.50,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,13,178,140.1,1.0,43,7,19,26,22,95,31,24,,,,,,61.0,2.90,465.p.8642
Ryan Nugent-Hopkins,"C,LW",EDM,165,124.45,Bangers and Mash,conor,Bangers and Mash,conor,13,175,151.1,1.0,36,11,25,36,17,62,14,17,,,,,,71.0,3.46,465.p.5362
Ryan Leonard,RW,WSH,166,124.40,Bangers and Mash,conor,,,,,158.0,0.0,38,9,18,27,20,77,51,13,,,,,,36.0,3.27,465.p.30550
Spencer Knight,G,CHI,167,124.40,Eichel Power,Bruce,Eichel Power,Bruce,16,212,172.2,0.4,30,,,,,,,,13,787,0.910,78,2,83.0,4.15,465.p.8291
Jeremy Swayman,G,BOS,168,124.40,Geek Squad,Nick,Geek Squad,Nick,11,149,111.1,1.0,30,,,,,,,,17,807,0.902,88,0,91.0,4.15,465.p.7626
Dawson Mercer,"C,RW",NJ,169,124.10,,,,,,,,,44,11,15,26,14,93,20,31,,,,,,33.0,2.82,465.p.8658
Kris Letang,D,PIT,170,124.00,Bangers and Mash,conor,Kiril’s KaprizHog,Eric,11,141,177.1,0.4,43,3,19,22,20,72,53,55,,,,,,42.0,2.88,465.p.4064
Vince Dunn,D,SEA,171,124.00,DubJ,John,Bangers and Mash,conor,10,134,128.8,1.0,42,6,19,25,32,93,10,47,,,,,,74.0,2.95,465.p.6798
Noah Cates,C,PHI,172,123.95,,,,,,,,,43,10,14,24,27,73,42,33,,,,,,6.0,2.88,465.p.7652
Gabriel Landeskog,"LW,RW",COL,173,123.75,Powerplay Papi,Cooper,Ryan is Aho,Mitchell,15,208,159.1,0.8,41,7,15,22,27,87,60,18,,,,,,33.0,3.02,465.p.5363
Andrei Vasilevskiy,G,TB,174,123.40,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,3,33,17.2,1.0,27,,,,,,,,18,642,0.912,62,1,100.0,4.57,465.p.5699
Filip Gustavsson,G,MIN,175,123.40,Cale of Two Cities,Jared,Cale of Two Cities,Jared,7,88,43.6,1.0,28,,,,,,,,14,717,0.910,71,3,98.0,4.41,465.p.7163
Mikael Backlund,C,CGY,176,123.30,,,,,,,,,45,10,17,27,10,109,18,15,,,,,,12.0,2.74,465.p.4263
Seth Jones,D,FLA,177,123.20,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,7,85,94.5,1.0,40,6,18,24,16,78,38,47,,,,,,78.0,3.08,465.p.5983
Elias Lindholm,C,BOS,178,123.10,The Leon King,cam,The Leon King,cam,15,199,182.2,0.0,35,8,22,30,30,59,28,32,,,,,,30.0,3.52,465.p.5984
Fabian Zetterlund,"LW,RW",OTT,179,123.10,,,Geek Squad,Nick,16,216,,,44,11,9,20,10,77,79,18,,,,,,7.0,2.80,465.p.7578
Mattias Ekholm,D,EDM,180,123.00,Cale of Two Cities,Jared,Cale of Two Cities,Jared,13,172,163.4,0.8,45,3,16,19,16,83,42,70,,,,,,45.0,2.73,465.p.5329
Charlie McAvoy,D,BOS,181,122.90,DubJ,John,DubJ,John,5,70,99.7,1.0,33,2,23,25,34,50,42,64,,,,,,89.0,3.72,465.p.7122
Brent Burns,D,COL,182,122.90,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,12,158,169.7,0.3,44,8,15,23,18,97,11,53,,,,,,57.0,2.79,465.p.3358
Logan Stanley,D,WPG,183,122.85,Eichel Power,Bruce,,,,,,,42,7,7,14,89,45,71,48,,,,,,8.0,2.92,465.p.7126
Michael McCarron,C,NSH,184,122.30,,,,,,,,,43,1,7,8,58,60,126,41,,,,,,4.0,2.84,465.p.6004
Mackie Samoskevich,RW,FLA,185,122.30,,,Kiril’s KaprizHog,Eric,17,225,,,42,4,14,18,14,99,82,16,,,,,,4.0,2.91,465.p.30522
Alexander Wennberg,C,SJ,186,122.30,Powerplay Papi,Cooper,,,,,,,44,9,22,31,10,54,13,55,,,,,,19.0,2.78,465.p.5993
Dylan Holloway,"C,LW",STL,187,121.95,Powerplay Papi,Cooper,Powerplay Papi,Cooper,10,133,102.7,1.0,33,8,9,17,11,76,91,26,,,,,,42.0,3.70,465.p.8654
Matty Beniers,C,SEA,188,121.90,,,,,,,,,43,9,19,28,10,82,17,37,,,,,,18.0,2.83,465.p.8878
Morgan Rielly,D,TOR,189,121.50,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,8,102,131.6,1.0,43,5,21,26,10,80,18,57,,,,,,75.0,2.83,465.p.5685
Aaron Ekblad,D,FLA,190,121.25,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,8,111,120.6,1.0,43,3,15,18,33,62,53,70,,,,,,60.0,2.82,465.p.6367
Chris Kreider,LW,ANA,191,121.00,DubJ,John,DubJ,John,16,211,165.4,0.1,41,14,10,24,20,78,41,16,,,,,,20.0,2.95,465.p.4699
Evan Rodrigues,"C,LW,RW",FLA,192,121.00,,,,,,,,,44,9,12,21,24,98,46,16,,,,,,7.0,2.75,465.p.6726
Boone Jenner,"C,LW",CBJ,193,120.85,Geek Squad,Nick,DubJ,John,14,183,176.2,0.2,30,7,14,21,17,70,70,29,,,,,,31.0,4.03,465.p.5405
Erik Haula,"C,LW",NSH,194,120.40,,,,,,,,,44,7,16,23,28,71,54,26,,,,,,6.0,2.74,465.p.5946
Shane Pinto,C,OTT,195,120.20,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,16,214,,,34,13,10,23,24,75,41,22,,,,,,28.0,3.54,465.p.8310
Colton Dach,"C,LW",CHI,196,119.85,,,,,,,,,44,3,5,8,45,45,155,24,,,,,,3.0,2.72,465.p.8937
Dustin Wolf,G,CGY,197,119.80,Geek Squad,Nick,Geek Squad,Nick,7,93,70.3,1.0,34,,,,,,,,14,839,0.897,96,2,90.0,3.52,465.p.8489
Mike Matheson,D,MTL,198,118.90,Sure Would,Johnathan,Sure Would,Johnathan,14,191,174.6,0.2,42,4,16,20,18,56,27,93,,,,,,43.0,2.83,465.p.5703
Ryan Hartman,"C,RW",MIN,199,118.65,Ryan is Aho,Mitchell,,,,,,,42,11,7,18,21,80,38,48,,,,,,9.0,2.83,465.p.6009
Martin Fehervary,D,WSH,200,118.65,Kiril’s KaprizHog,Eric,,,,,,,45,3,13,16,21,51,54,91,,,,,,12.0,2.64,465.p.7944
Emmitt Finnie,"C,LW",DET,201,118.50,,,,,,,,,46,9,10,19,6,79,68,28,,,,,,6.0,2.58,465.p.30680
Charlie Coyle,"C,RW",CBJ,202,118.30,,,,,,,,,44,6,19,25,6,61,64,27,,,,,,7.0,2.69,465.p.4988
Jake McCabe,D,TOR,203,118.15,Bangers and Mash,conor,Powerplay Papi,Cooper,16,217,178.4,0.1,42,3,13,16,27,29,58,104,,,,,,22.0,2.81,465.p.5733
Parker Wotherspoon,D,PIT,204,118.00,The Leon King,cam,,,,,,,43,2,13,15,32,42,85,68,,,,,,4.0,2.74,465.p.6854
Jackson Blake,RW,CAR,205,118.00,,,,,,,,,45,13,12,25,28,95,9,16,,,,,,10.0,2.62,465.p.30155
Ivan Provorov,D,CBJ,206,118.00,The Leon King,cam,,,,,,,44,5,12,17,20,87,22,76,,,,,,15.0,2.68,465.p.6749
Matt Coronato,RW,CGY,207,118.00,,,,,,,172.9,0.1,44,12,13,25,16,106,9,15,,,,,,10.0,2.68,465.p.30145
Connor McMichael,"C,LW",WSH,208,117.90,Powerplay Papi,Cooper,,,,,168.4,0.1,45,6,21,27,14,88,23,25,,,,,,26.0,2.62,465.p.8303
John Gibson,G,DET,209,117.80,Powerplay Papi,Cooper,,,,,163.2,0.8,27,,,,,,,,16,664,0.902,72,3,65.0,4.36,465.p.5407
Anthony Cirelli,C,TB,210,117.70,DubJ,John,,,,,,,39,12,15,27,10,73,26,24,,,,,,31.0,3.02,465.p.6814
Christian Dvorak,C,PHI,211,117.60,,,,,,,,,42,9,19,28,12,84,17,23,,,,,,4.0,2.80,465.p.6427
Bowen Byram,D,BUF,212,117.50,Bangers and Mash,conor,,,,,183.9,0.0,43,10,14,24,14,58,27,55,,,,,,39.0,2.73,465.p.8282
Valeri Nichushkin,"LW,RW",COL,213,117.40,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,13,170,83.9,1.0,36,11,15,26,8,91,30,10,,,,,,67.0,3.26,465.p.5989
Peyton Krebs,C,BUF,214,117.20,,,,,,,,,43,3,13,16,44,50,102,26,,,,,,1.0,2.73,465.p.8295
Luke Evangelista,RW,NSH,215,116.90,The Leon King,cam,,,,,,,43,6,25,31,10,99,7,10,,,,,,12.0,2.72,465.p.8682
Marcus Johansson,LW,MIN,216,116.40,Eichel Power,Bruce,,,,,,,44,12,20,32,8,65,20,11,,,,,,21.0,2.65,465.p.4704
Robert Thomas,C,STL,217,116.00,Geek Squad,Nick,Geek Squad,Nick,5,65,65.2,1.0,42,11,22,33,12,60,7,23,,,,,,76.0,2.76,465.p.7535
Jake Neighbours,"LW,RW",STL,218,115.50,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,17,236,176.5,0.1,34,11,7,18,18,48,93,19,,,,,,10.0,3.40,465.p.8666
Jake Oettinger,G,DAL,219,115.20,Eichel Power,Bruce,Eichel Power,Bruce,4,44,18.3,1.0,28,,,,,,,,16,686,0.900,76,2,100.0,4.11,465.p.7541
K'Andre Miller,D,CAR,220,114.90,Eichel Power,Bruce,,,,,172.2,0.1,37,4,17,21,34,62,52,37,,,,,,18.0,3.11,465.p.7920
Parker Kelly,"C,LW",COL,221,114.70,,,,,,,,,44,8,8,16,14,59,89,30,,,,,,1.0,2.61,465.p.7828
Braden Schneider,D,NYR,222,114.60,Cale of Two Cities,Jared,,,,,,,46,2,6,8,12,58,101,75,,,,,,6.0,2.49,465.p.8659
Brenden Dillon,D,NJ,223,114.55,Powerplay Papi,Cooper,,,,,,,44,3,8,11,35,31,111,60,,,,,,10.0,2.60,465.p.5251
Shayne Gostisbehere,D,CAR,224,114.40,The Leon King,cam,The Leon King,cam,11,143,123.3,1.0,33,5,26,31,4,64,13,39,,,,,,85.0,3.47,465.p.5769
Bobby Brink,RW,PHI,225,114.40,,,,,,,,,41,11,9,20,20,71,52,23,,,,,,1.0,2.79,465.p.8312
Zachary Bolduc,"LW,RW",MTL,226,114.30,,,,,,,166.8,0.0,45,10,7,17,14,64,82,21,,,,,,10.0,2.54,465.p.8892
Luke Hughes,D,NJ,227,114.20,Ryan is Aho,Mitchell,Bangers and Mash,conor,11,147,106.1,1.0,44,5,17,22,24,96,13,39,,,,,,81.0,2.60,465.p.30221
Jet Greaves,G,CBJ,228,114.20,Cale of Two Cities,Jared,Cale of Two Cities,Jared,16,221,155.0,0.9,29,,,,,,,,12,801,0.907,82,0,62.0,3.94,465.p.9118
Andrew Copp,"C,LW",DET,229,114.10,,,,,,,,,46,7,19,26,14,64,29,36,,,,,,4.0,2.48,465.p.6083
Dmitry Orlov,D,SJ,230,114.00,Geek Squad,Nick,,,,,173.1,0.1,44,1,21,22,28,46,63,46,,,,,,27.0,2.59,465.p.5254
Jordan Staal,C,CAR,231,113.85,,,,,,,,,42,10,9,19,25,51,74,24,,,,,,5.0,2.71,465.p.3980
Mario Ferraro,D,SJ,232,113.60,Kiril’s KaprizHog,Eric,,,,,,,44,3,8,11,12,51,79,84,,,,,,4.0,2.58,465.p.7564
Anthony Beauvillier,LW,WSH,233,113.00,,,,,,,,,45,9,6,15,16,94,60,21,,,,,,2.0,2.51,465.p.6770
Ross Johnston,LW,ANA,234,112.90,,,,,,,,,43,2,10,12,82,25,129,12,,,,,,1.0,2.63,465.p.6283
Joel Farabee,"LW,RW",CGY,235,112.85,,,,,,,,,45,10,9,19,13,86,35,33,,,,,,2.0,2.51,465.p.7912
Beck Malenstyn,LW,BUF,236,112.80,,,,,,,,,42,3,4,7,20,40,142,45,,,,,,1.0,2.69,465.p.7250
Jared Spurgeon,D,MIN,237,112.80,,,,,,,,,46,4,9,13,8,54,56,92,,,,,,12.0,2.45,465.p.5232
Evgeni Malkin,"C,LW",PIT,238,112.60,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,17,234,176.8,0.0,28,9,22,31,24,70,11,8,,,,,,73.0,4.02,465.p.3638
Colton Parayko,D,STL,239,112.40,Geek Squad,Nick,Geek Squad,Nick,8,104,147.1,1.0,46,0,12,12,16,51,48,112,,,,,,46.0,2.44,465.p.5777
Sean Couturier,C,PHI,240,112.30,,,,,,,,,42,5,19,24,18,69,42,26,,,,,,6.0,2.67,465.p.5369
Jesper Wallstedt,G,MIN,241,111.40,Sure Would,Johnathan,,,,,151.2,0.0,18,,,,,,,,12,527,0.926,42,4,80.0,6.19,465.p.8895
Travis Sanheim,D,PHI,242,111.20,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,12,164,,,43,5,14,19,12,56,25,82,,,,,,36.0,2.59,465.p.6383
David Perron,"LW,RW",OTT,243,111.20,,,,,,,,,44,8,13,21,16,64,61,18,,,,,,2.0,2.53,465.p.4265
Matt Roy,D,WSH,244,110.90,The Leon King,cam,,,,,,,45,1,12,13,6,57,58,91,,,,,,12.0,2.46,465.p.6936
Adam Larsson,D,SEA,245,110.60,,,Ryan is Aho,Mitchell,16,213,,,43,3,7,10,24,46,62,96,,,,,,9.0,2.57,465.p.5365
Will Smith,"C,RW",SJ,246,110.60,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,17,226,172.3,0.4,33,12,17,29,12,80,7,7,,,,,,61.0,3.35,465.p.30547
Ridly Greig,"C,LW,RW",OTT,247,110.55,,,,,,,,,39,6,10,16,55,72,49,26,,,,,,3.0,2.83,465.p.8668
Logan Stankoven,"C,RW",CAR,248,110.15,,,Ryan is Aho,Mitchell,11,152,168.9,0.3,45,10,12,22,23,94,19,13,,,,,,21.0,2.45,465.p.8922
Sam Malinski,D,COL,249,110.00,,,,,,,,,44,3,20,23,12,74,23,48,,,,,,17.0,2.50,465.p.31161
Nicholas Robertson,RW,TOR,250,110.00,,,,,,,,,42,10,12,22,0,72,47,21,,,,,,2.0,2.62,465.p.8331
Dan Vladar,G,PHI,251,109.80,The Leon King,cam,,,,,,,26,,,,,,,,16,614,0.910,61,0,58.0,4.22,465.p.6817
Ryan Donato,"C,LW,RW",CHI,252,109.80,,,Ross' Rink Rats,Ross,14,192,178.2,0.2,45,10,8,18,28,76,55,11,,,,,,10.0,2.44,465.p.6425
Ryan Pulock,D,NYI,253,109.70,,,,,,,,,45,1,18,19,6,55,33,85,,,,,,4.0,2.44,465.p.5994
Michael Carcone,LW,UTA,254,109.70,,,,,,,,,43,8,7,15,18,86,72,10,,,,,,1.0,2.55,465.p.7320
Adam Fox,D,NYR,255,109.40,The Leon King,cam,The Leon King,cam,3,31,47.4,1.0,30,4,24,28,12,56,15,45,,,,,,95.0,3.65,465.p.7174
Vladislav Gavrikov,D,NYR,256,109.30,,,,,,,180.6,0.0,46,7,8,15,22,67,25,75,,,,,,5.0,2.38,465.p.6901
Jack Quinn,RW,BUF,257,109.10,,,,,,,,,43,9,15,24,10,83,22,19,,,,,,2.0,2.54,465.p.8648
Chandler Stephenson,C,SEA,258,109.00,,,,,,,,,42,11,16,27,8,61,11,33,,,,,,13.0,2.60,465.p.5768
Matvei Michkov,"LW,RW",PHI,259,108.90,,,Cale of Two Cities,Jared,9,116,90.3,1.0,42,9,14,23,38,82,17,12,,,,,,47.0,2.59,465.p.30548
Dougie Hamilton,D,NJ,260,108.90,Powerplay Papi,Cooper,Powerplay Papi,Cooper,6,77,74.9,1.0,40,5,5,10,30,107,45,39,,,,,,71.0,2.72,465.p.5370
Neal Pionk,D,WPG,261,108.35,DubJ,John,DubJ,John,8,99,123.2,1.0,38,2,5,7,19,76,81,62,,,,,,52.0,2.85,465.p.7498
Cole Sillinger,"C,RW",CBJ,262,108.30,,,,,,,,,43,5,15,20,18,78,50,19,,,,,,2.0,2.52,465.p.8887
Josh Anderson,RW,MTL,263,108.20,,,,,,,,,40,9,4,13,48,52,74,27,,,,,,1.0,2.71,465.p.5785
Mathieu Olivier,RW,CBJ,264,108.20,Powerplay Papi,Cooper,Sure Would,Johnathan,16,219,160.9,0.1,31,4,7,11,60,36,109,23,,,,,,13.0,3.49,465.p.7332
Artyom Levshunov,D,CHI,265,108.20,,,,,,,176.1,0.0,43,2,19,21,28,55,46,42,,,,,,12.0,2.52,465.p.32764
Patrick Kane,RW,DET,266,108.10,The Leon King,cam,Eichel Power,Bruce,18,240,162.9,0.4,31,8,19,27,10,87,8,14,,,,,,38.0,3.49,465.p.4240
Pavel Buchnevich,"C,LW,RW",STL,267,108.00,,,Cale of Two Cities,Jared,12,165,168.4,0.8,46,8,16,24,16,79,23,18,,,,,,19.0,2.35,465.p.6055
Michael Bunting,LW,NSH,268,107.90,,,,,,,,,44,11,14,25,10,72,25,14,,,,,,3.0,2.45,465.p.6485
Logan Cooley,C,UTA,269,107.90,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,11,150,146.1,1.0,29,14,9,23,22,59,34,13,,,,,,67.0,3.72,465.p.30832
Zach Hyman,"LW,RW",EDM,270,107.60,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,9,124,121.6,1.0,26,13,10,23,12,77,32,5,,,,,,86.0,4.14,465.p.5096
Brayden Point,C,TB,271,107.60,Cale of Two Cities,Jared,Cale of Two Cities,Jared,2,25,24.1,1.0,36,10,19,29,8,77,4,13,,,,,,96.0,2.99,465.p.6448
Connor Dewar,C,PIT,272,107.30,,,,,,,,,43,8,8,16,10,65,78,19,,,,,,,2.50,465.p.7990
Ty Dellandrea,C,SJ,273,107.30,,,,,,,,,42,2,9,11,18,44,117,36,,,,,,1.0,2.55,465.p.7911
Eetu Luostarinen,LW,FLA,274,107.00,,,,,,,,,36,4,14,18,12,56,77,27,,,,,,3.0,2.97,465.p.7557
Yaroslav Askarov,G,SJ,275,106.80,Ross' Rink Rats,Ross,,,,,170.8,0.5,28,,,,,,,,16,729,0.893,87,0,60.0,3.81,465.p.8651
Keegan Kolesar,RW,VGK,276,106.70,DubJ,John,,,,,,,43,1,7,8,42,38,134,26,,,,,,3.0,2.48,465.p.6811
Collin Graf,RW,SJ,277,106.70,,,,,,,,,43,11,12,23,2,46,45,32,,,,,,3.0,2.48,465.p.32811
Radko Gudas,D,ANA,278,106.40,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,7,89,170.6,0.5,32,1,7,8,20,41,112,58,,,,,,21.0,3.33,465.p.5039
Dakota Joshua,"C,LW",TOR,279,106.25,,,,,,,,,36,6,4,10,25,32,127,26,,,,,,2.0,2.95,465.p.6496
Alex Steeves,"C,LW",BOS,280,105.85,,,,,,,,,28,8,6,14,25,38,101,20,,,,,,3.0,3.78,465.p.8860
Esa Lindell,D,DAL,281,105.80,,,,,,,163.9,0.1,45,4,14,18,12,42,19,96,,,,,,33.0,2.35,465.p.5765
Louis Crevier,D,CHI,282,105.65,,,,,,,,,42,4,10,14,37,62,63,36,,,,,,2.0,2.52,465.p.8527
Sergei Bobrovsky,G,FLA,283,105.40,Bangers and Mash,conor,Bangers and Mash,conor,4,50,40.9,1.0,31,,,,,,,,18,652,0.881,88,3,97.0,3.40,465.p.4901
Jonathan Huberdeau,"C,LW",CGY,284,105.35,,,Bangers and Mash,conor,15,203,177.8,0.1,40,8,13,21,39,65,24,25,,,,,,18.0,2.63,465.p.5364
Dylan DeMelo,D,WPG,285,104.80,,,,,,,,,43,2,13,15,32,33,67,62,,,,,,5.0,2.44,465.p.5544
Andre Burakovsky,"LW,RW",CHI,286,104.60,,,,,,,,,40,10,19,29,12,56,12,16,,,,,,12.0,2.61,465.p.6002
Denton Mateychuk,D,CBJ,287,104.60,Bangers and Mash,conor,,,,,,,43,8,13,21,4,52,19,63,,,,,,26.0,2.43,465.p.9280
Jack Hughes,"C,LW",NJ,288,104.60,Sure Would,Johnathan,DubJ,John,2,15,18.0,1.0,26,11,14,25,0,96,2,11,,,,,,98.0,4.02,465.p.8279
Brock Boeser,"LW,RW",VAN,289,104.40,,,The Leon King,cam,14,194,169.0,0.4,42,9,12,21,4,90,23,18,,,,,,22.0,2.49,465.p.6765
Andrew Peeke,D,BOS,290,104.40,,,,,,,,,45,4,5,9,16,53,56,87,,,,,,1.0,2.32,465.p.7142
Mason Marchment,LW,CBJ,291,104.40,,,Geek Squad,Nick,18,244,176.2,0.1,36,9,11,20,36,61,43,12,,,,,,16.0,2.90,465.p.7066
Morgan Barron,"C,LW",WPG,292,104.30,,,,,,,,,36,7,7,14,18,58,83,21,,,,,,2.0,2.90,465.p.7689
Justin Sourdif,"C,RW",WSH,293,104.15,Sure Would,Johnathan,,,,,,,44,9,10,19,19,58,54,19,,,,,,22.0,2.37,465.p.8725
Taylor Hall,LW,CAR,294,104.10,,,,,,,,,45,9,13,22,14,74,26,19,,,,,,2.0,2.31,465.p.4961
Darcy Kuemper,G,LA,295,104.00,Powerplay Papi,Cooper,Powerplay Papi,Cooper,9,120,53.0,1.0,28,,,,,,,,12,650,0.905,68,2,93.0,3.71,465.p.5336
Ben Kindel,C,PIT,296,103.70,,,,,,,,,40,8,11,19,10,83,17,38,,,,,,3.0,2.59,465.p.33441
Morgan Frost,C,CGY,297,103.70,,,,,,,,,45,8,12,20,18,81,26,21,,,,,,3.0,2.30,465.p.7542
Joey Daccord,G,SEA,298,103.60,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,15,206,138.1,1.0,27,,,,,,,,12,678,0.902,74,2,68.0,3.84,465.p.6941
Arseny Gritsyuk,"LW,RW",NJ,299,103.50,,,,,,,,,40,8,10,18,14,89,39,12,,,,,,1.0,2.59,465.p.30885
Yanni Gourde,C,TB,300,103.25,,,,,,,,,43,6,9,15,37,63,59,23,,,,,,1.0,2.40,465.p.6330
Ian Cole,D,UTA,301,103.20,,,,,,,,,45,2,11,13,24,32,49,92,,,,,,7.0,2.29,465.p.4257
Conor Garland,RW,VAN,302,103.10,,,,,,,,,33,7,15,22,18,78,24,17,,,,,,10.0,3.12,465.p.6865
Nick Seeler,D,PHI,303,102.85,,,,,,,,,43,1,5,6,17,56,75,83,,,,,,4.0,2.39,465.p.5496
Linus Karlsson,C,VAN,304,102.40,,,,,,,,,41,10,9,19,24,59,55,7,,,,,,1.0,2.50,465.p.7985
Jordan Martinook,LW,CAR,305,102.05,,,,,,,,,42,7,7,14,17,57,71,29,,,,,,,2.43,465.p.5747
Roman Josi,D,NSH,306,101.90,Geek Squad,Nick,Geek Squad,Nick,3,37,50.4,1.0,32,5,13,18,18,83,9,49,,,,,,94.0,3.18,465.p.4930
Olen Zellweger,D,ANA,307,101.90,,,,,,,,,44,6,11,17,22,74,21,46,,,,,,9.0,2.32,465.p.8909
Tony DeAngelo,D,NYI,308,101.45,,,,,,,173.3,0.2,45,2,17,19,33,80,17,36,,,,,,3.0,2.25,465.p.6385
Alexander Petrovic,D,DAL,309,101.35,,,,,,,,,41,2,7,9,47,46,67,61,,,,,,1.0,2.47,465.p.5009
Joel Edmundson,D,LA,310,100.65,,,,,,,,,44,2,14,16,17,62,52,42,,,,,,1.0,2.29,465.p.5414
Michael Amadio,RW,OTT,311,100.00,,,,,,,,,44,7,9,16,12,57,64,24,,,,,,,2.27,465.p.6458
Corey Perry,RW,LA,312,99.40,,,,,,,,,36,10,12,22,36,68,14,9,,,,,,2.0,2.76,465.p.3365
Tyler Myers,D,VAN,313,99.10,,,,,,,,,44,1,7,8,34,50,55,79,,,,,,2.0,2.25,465.p.4485
Artem Zub,D,OTT,314,99.00,,,,,,,,,43,3,10,13,32,47,46,62,,,,,,3.0,2.30,465.p.8614
Marco Kasper,"C,LW",DET,315,98.65,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,14,195,177.0,0.2,45,3,3,6,29,66,99,26,,,,,,4.0,2.19,465.p.9276
